learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber,nodeRecommendationID
1,4,3,0.238,0.877,1,0.921844,4
2,8,0,0.201,0.881,1,0.267975,4
2,8,1,0.201,0.881,1,0.723145,0
2,8,2,0.201,0.881,1,0.853149,9
3,10,3,0.215,0.875,1,0.380554,0
3,10,5,0.215,0.875,1,0.076324,4
3,10,7,0.215,0.875,1,0.262634,6
4,13,3,0.229,0.865,1,0.253021,0
4,13,8,0.229,0.865,1,0.334442,5
4,13,9,0.229,0.865,1,0.130096,7
4,13,11,0.229,0.865,1,0.971985,3
5,9,3,0.22,0.871,1,0.708435,5
6,19,0,0.22,0.863,1,0.597595,7
6,19,2,0.22,0.863,1,0.204041,9
6,19,4,0.22,0.863,1,0.761536,3
6,19,5,0.22,0.863,1,0.837372,2
6,19,6,0.22,0.863,1,0.54837,5
6,19,8,0.22,0.863,1,0.097931,1
6,19,14,0.22,0.863,1,0.715485,4
6,19,16,0.22,0.863,1,0.157532,8
6,19,17,0.22,0.863,1,0.333649,6
7,8,2,0.209,0.866,1,0.326111,9
7,8,5,0.209,0.866,1,0.131165,4
7,8,6,0.209,0.866,1,0.764587,8
8,10,0,0.223,0.887,1,0.106689,7
8,10,1,0.223,0.887,1,0.934631,5
8,10,2,0.223,0.887,1,0.848907,8
8,10,4,0.223,0.887,1,0.973663,2
9,13,1,0.199,0.871,1,0.131073,5
9,13,3,0.199,0.871,1,0.234161,7
9,13,6,0.199,0.871,1,0.825348,8
9,13,9,0.199,0.871,1,0.434143,4
9,13,11,0.199,0.871,1,0.79187,2
10,7,3,0.2,0.876,1,0.990234,5
11,2,1,0.194,0.867,1,0.719482,5
12,19,3,0.221,0.877,1,0.671173,7
12,19,4,0.221,0.877,1,0.163177,1
12,19,5,0.221,0.877,1,0.275635,6
12,19,8,0.221,0.877,1,0.80719,9
12,19,14,0.221,0.877,1,0.566803,2
13,8,0,0.232,0.87,1,0.268036,3
13,8,2,0.232,0.87,1,0.359039,9
13,8,3,0.232,0.87,1,0.93399,0
14,7,3,0.219,0.871,1,0.090942,0
14,7,6,0.219,0.871,1,0.463104,6
15,15,3,0.218,0.879,1,0.734009,4
15,15,5,0.218,0.879,1,0.31662,9
16,8,7,0.201,0.854,1,0.162872,4
17,16,1,0.22,0.885,1,0.233765,4
17,16,7,0.22,0.885,1,0.514709,8
18,10,1,0.213,0.871,1,0.518768,3
18,10,5,0.213,0.871,1,0.532288,8
18,10,6,0.213,0.871,1,0.867432,7
18,10,8,0.213,0.871,1,0.887756,2
20,16,10,0.203,0.875,1,0.341949,2
21,6,4,0.224,0.868,1,0.377014,4
22,11,0,0.213,0.886,1,0.580414,4
22,11,2,0.213,0.886,1,0.187531,0
22,11,4,0.213,0.886,1,0.724609,6
22,11,7,0.213,0.886,1,0.106262,2
25,15,3,0.222,0.878,1,0.198944,6
25,15,6,0.222,0.878,1,0.148132,2
25,15,8,0.222,0.878,1,0.599518,0
25,15,9,0.222,0.878,1,0.30304,4
26,20,1,0.21,0.877,1,0.349976,6
26,20,4,0.21,0.877,1,0.265533,2
26,20,5,0.21,0.877,1,0.949799,0
26,20,7,0.21,0.877,1,0.364471,4
26,20,9,0.21,0.877,1,0.415741,9
26,20,10,0.21,0.877,1,0.770966,3
26,20,12,0.21,0.877,1,0.997253,1
27,10,3,0.197,0.884,1,0.341492,1
27,10,7,0.197,0.884,1,0.067902,6
27,10,8,0.197,0.884,1,0.906647,5
28,20,5,0.222,0.858,1,0.634094,5
28,20,14,0.222,0.858,1,0.170349,1
29,20,9,0.225,0.848,1,0.122955,6
29,20,13,0.225,0.848,1,0.28418,7
29,20,16,0.225,0.848,1,0.720978,5
29,20,18,0.225,0.848,1,0.072876,1
30,13,1,0.214,0.883,1,0.222015,7
30,13,7,0.214,0.883,1,0.240814,5
30,13,10,0.214,0.883,1,0.828369,4
31,10,6,0.21,0.878,1,0.255554,1
31,10,7,0.21,0.878,1,0.099304,2
31,10,9,0.21,0.878,1,0.112244,3
32,15,8,0.224,0.892,1,0.293518,2
32,15,11,0.224,0.892,1,0.789154,1
33,22,0,0.215,0.885,1,0.003357,6
33,22,2,0.215,0.885,1,0.891663,9
33,22,6,0.215,0.885,1,0.414734,4
33,22,12,0.215,0.885,1,0.627441,0
33,22,15,0.215,0.885,1,0.060822,2
33,22,20,0.215,0.885,1,0.247192,8
35,23,3,0.211,0.883,1,0.944763,9
35,23,5,0.211,0.883,1,0.557739,3
35,23,6,0.211,0.883,1,0.003296,0
35,23,9,0.211,0.883,1,0.915466,4
35,23,14,0.211,0.883,1,0.510468,6
36,19,5,0.226,0.864,1,0.120667,9
36,19,9,0.226,0.864,1,0.938873,4
36,19,15,0.226,0.864,1,0.490814,0
37,9,0,0.204,0.862,1,0.240601,0
37,9,3,0.204,0.862,1,0.331848,8
38,27,3,0.186,0.87,1,0.300171,7
38,27,6,0.186,0.87,1,0.668945,0
38,27,24,0.186,0.87,1,0.970093,6
40,16,0,0.217,0.889,1,0.135498,6
40,16,1,0.217,0.889,1,0.240601,4
40,16,3,0.217,0.889,1,0.457458,2
40,16,5,0.217,0.889,1,0.029663,1
40,16,10,0.217,0.889,1,0.363251,5
41,17,1,0.222,0.866,1,0.442322,6
41,17,2,0.222,0.866,1,0.177521,7
42,3,1,0.208,0.883,1,0.175934,5
42,3,2,0.208,0.883,1,0.461578,7
43,19,0,0.208,0.866,1,0.602661,1
43,19,5,0.208,0.866,1,0.346161,0
43,19,6,0.208,0.866,1,0.570343,4
43,19,10,0.208,0.866,1,0.913422,6
44,18,0,0.229,0.874,1,0.868988,6
44,18,5,0.229,0.874,1,0.212006,2
44,18,7,0.229,0.874,1,0.768463,1
44,18,11,0.229,0.874,1,0.02066,8
44,18,17,0.229,0.874,1,0.827118,7
45,23,0,0.212,0.857,1,0.293274,5
45,23,6,0.212,0.857,1,0.993256,7
45,23,11,0.212,0.857,1,0.426727,4
45,23,17,0.212,0.857,1,0.296326,1
46,15,0,0.215,0.874,1,0.936035,6
46,15,1,0.215,0.874,1,0.887817,5
46,15,10,0.215,0.874,1,0.921936,7
46,15,11,0.215,0.874,1,0.487305,3
46,15,12,0.215,0.874,1,0.144409,8
47,10,4,0.204,0.889,1,0.964172,3
47,10,6,0.204,0.889,1,0.727325,9
48,11,6,0.235,0.876,1,0.014587,3
49,29,5,0.196,0.879,1,0.4086,2
49,29,7,0.196,0.879,1,0.642853,8
49,29,10,0.196,0.879,1,0.076233,7
49,29,11,0.196,0.879,1,0.775909,5
49,29,14,0.196,0.879,1,0.240295,4
49,29,21,0.196,0.879,1,0.213074,1
49,29,22,0.196,0.879,1,0.313141,6
52,16,2,0.214,0.861,1,0.364929,6
52,16,5,0.214,0.861,1,0.23938,9
52,16,7,0.214,0.861,1,0.95105,4
52,16,10,0.214,0.861,1,0.664093,5
53,21,13,0.213,0.877,1,0.031372,4
53,21,15,0.213,0.877,1,0.177429,9
53,21,20,0.213,0.877,1,0.373169,0
54,20,4,0.213,0.88,1,0.849915,4
54,20,11,0.213,0.88,1,0.047943,6
54,20,14,0.213,0.88,1,0.067902,9
54,20,16,0.213,0.88,1,0.80481,8
55,20,2,0.214,0.885,1,0.569,9
55,20,6,0.214,0.885,1,0.572205,8
55,20,9,0.214,0.885,1,0.370667,4
55,20,10,0.214,0.885,1,0.47049,5
55,20,11,0.214,0.885,1,0.232666,7
55,20,17,0.214,0.885,1,0.174561,1
55,20,18,0.214,0.885,1,0.673737,0
56,12,0,0.225,0.878,1,0.546448,0
56,12,1,0.225,0.878,1,0.020569,4
56,12,4,0.225,0.878,1,0.303741,6
56,12,6,0.225,0.878,1,0.430511,9
56,12,8,0.225,0.878,1,0.595428,2
57,27,6,0.2,0.865,1,0.235657,4
57,27,16,0.2,0.865,1,0.528534,2
57,27,25,0.2,0.865,1,0.572815,1
57,27,26,0.2,0.865,1,0.151978,8
58,10,6,0.205,0.87,1,0.120453,3
59,19,0,0.222,0.869,1,0.946075,9
59,19,2,0.222,0.869,1,0.072449,1
59,19,15,0.222,0.869,1,0.515442,6
